line_number,timestamp,hostname,service,event_type,severity,source_ip,username,raw
613,Jul  1 00:21:32,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jul  1 00:21:32 combo sshd(pam_unix)[19645]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
614,Jul  1 00:21:35,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jul  1 00:21:35 combo sshd(pam_unix)[19637]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
615,Jul  1 04:05:17,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul  1 04:05:17 combo su(pam_unix)[20298]: session opened for user cyrus by (uid=0)
616,Jul  1 04:05:18,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul  1 04:05:18 combo su(pam_unix)[20298]: session closed for user cyrus
618,Jul  1 04:11:35,combo,su(pam_unix),Session Opened,INFO,,news,Jul  1 04:11:35 combo su(pam_unix)[21530]: session opened for user news by (uid=0)
619,Jul  1 04:11:36,combo,su(pam_unix),Session Closed,INFO,,news,Jul  1 04:11:36 combo su(pam_unix)[21530]: session closed for user news
620,Jul  1 05:02:26,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  1 05:02:26 combo sshd(pam_unix)[21689]: session opened for user test by (uid=509)
621,Jul  1 05:02:26,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  1 05:02:26 combo sshd(pam_unix)[21689]: session closed for user test
622,Jul  1 05:02:26,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  1 05:02:26 combo sshd(pam_unix)[21691]: session opened for user test by (uid=509)
623,Jul  1 05:02:26,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  1 05:02:26 combo sshd(pam_unix)[21691]: session closed for user test
624,Jul  1 05:02:26,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  1 05:02:26 combo sshd(pam_unix)[21692]: session opened for user test by (uid=509)
625,Jul  1 05:02:26,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  1 05:02:26 combo sshd(pam_unix)[21692]: session closed for user test
626,Jul  1 05:02:27,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  1 05:02:27 combo sshd(pam_unix)[21693]: session opened for user test by (uid=509)
627,Jul  1 05:02:27,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  1 05:02:27 combo sshd(pam_unix)[21693]: session closed for user test
651,Jul  1 09:14:43,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  1 09:14:43 combo sshd(pam_unix)[22099]: session opened for user test by (uid=509)
652,Jul  1 09:14:43,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  1 09:14:43 combo sshd(pam_unix)[22104]: session opened for user test by (uid=509)
653,Jul  1 09:14:43,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  1 09:14:43 combo sshd(pam_unix)[22104]: session closed for user test
654,Jul  1 09:14:43,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  1 09:14:43 combo sshd(pam_unix)[22106]: session opened for user test by (uid=509)
655,Jul  1 09:14:44,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  1 09:14:44 combo sshd(pam_unix)[22099]: session closed for user test
656,Jul  1 09:14:44,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  1 09:14:44 combo sshd(pam_unix)[22112]: session opened for user test by (uid=509)
657,Jul  1 09:14:44,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  1 09:14:44 combo sshd(pam_unix)[22106]: session closed for user test
658,Jul  1 09:14:44,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  1 09:14:44 combo sshd(pam_unix)[22112]: session closed for user test
659,Jul  1 10:56:41,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jul  1 10:56:41 combo sshd(pam_unix)[22272]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
660,Jul  1 10:56:41,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jul  1 10:56:41 combo sshd(pam_unix)[22269]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
661,Jul  1 10:56:41,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jul  1 10:56:41 combo sshd(pam_unix)[22277]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
662,Jul  1 10:56:42,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jul  1 10:56:42 combo sshd(pam_unix)[22271]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
663,Jul  1 10:56:42,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jul  1 10:56:42 combo sshd(pam_unix)[22273]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
664,Jul  1 10:56:42,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jul  1 10:56:42 combo sshd(pam_unix)[22270]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
665,Jul  1 10:56:43,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jul  1 10:56:43 combo sshd(pam_unix)[22268]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
666,Jul  1 10:56:43,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jul  1 10:56:43 combo sshd(pam_unix)[22274]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
667,Jul  1 10:56:44,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jul  1 10:56:44 combo sshd(pam_unix)[22276]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
668,Jul  1 10:56:44,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jul  1 10:56:44 combo sshd(pam_unix)[22275]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
669,Jul  2 01:41:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  2 01:41:32 combo sshd(pam_unix)[23533]: session opened for user test by (uid=509)
670,Jul  2 01:41:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  2 01:41:32 combo sshd(pam_unix)[23534]: session opened for user test by (uid=509)
671,Jul  2 01:41:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  2 01:41:32 combo sshd(pam_unix)[23535]: session opened for user test by (uid=509)
672,Jul  2 01:41:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  2 01:41:32 combo sshd(pam_unix)[23536]: session opened for user test by (uid=509)
673,Jul  2 01:41:32,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  2 01:41:32 combo sshd(pam_unix)[23533]: session closed for user test
674,Jul  2 01:41:32,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  2 01:41:32 combo sshd(pam_unix)[23534]: session closed for user test
675,Jul  2 01:41:32,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  2 01:41:32 combo sshd(pam_unix)[23535]: session closed for user test
676,Jul  2 01:41:32,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  2 01:41:32 combo sshd(pam_unix)[23536]: session closed for user test
677,Jul  2 01:41:33,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  2 01:41:33 combo sshd(pam_unix)[23544]: session opened for user test by (uid=509)
678,Jul  2 01:41:33,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  2 01:41:33 combo sshd(pam_unix)[23544]: session closed for user test
679,Jul  2 01:41:33,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  2 01:41:33 combo sshd(pam_unix)[23545]: session opened for user test by (uid=509)
680,Jul  2 01:41:33,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  2 01:41:33 combo sshd(pam_unix)[23546]: session opened for user test by (uid=509)
681,Jul  2 01:41:33,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  2 01:41:33 combo sshd(pam_unix)[23547]: session opened for user test by (uid=509)
682,Jul  2 01:41:33,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  2 01:41:33 combo sshd(pam_unix)[23545]: session closed for user test
683,Jul  2 01:41:33,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  2 01:41:33 combo sshd(pam_unix)[23546]: session closed for user test
684,Jul  2 01:41:33,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  2 01:41:33 combo sshd(pam_unix)[23547]: session closed for user test
685,Jul  2 04:04:02,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul  2 04:04:02 combo su(pam_unix)[24117]: session opened for user cyrus by (uid=0)
686,Jul  2 04:04:02,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul  2 04:04:02 combo su(pam_unix)[24117]: session closed for user cyrus
688,Jul  2 04:09:53,combo,su(pam_unix),Session Opened,INFO,,news,Jul  2 04:09:53 combo su(pam_unix)[24511]: session opened for user news by (uid=0)
689,Jul  2 04:09:54,combo,su(pam_unix),Session Closed,INFO,,news,Jul  2 04:09:54 combo su(pam_unix)[24511]: session closed for user news
690,Jul  2 04:15:33,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  2 04:15:33 combo sshd(pam_unix)[24588]: check pass; user unknown
691,Jul  2 04:15:33,combo,sshd(pam_unix),Auth Failure,HIGH,zummit.com,,Jul  2 04:15:33 combo sshd(pam_unix)[24588]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
692,Jul  2 04:15:33,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  2 04:15:33 combo sshd(pam_unix)[24587]: check pass; user unknown
693,Jul  2 04:15:33,combo,sshd(pam_unix),Auth Failure,HIGH,zummit.com,,Jul  2 04:15:33 combo sshd(pam_unix)[24587]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
694,Jul  2 04:15:33,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  2 04:15:33 combo sshd(pam_unix)[24590]: check pass; user unknown
695,Jul  2 04:15:33,combo,sshd(pam_unix),Auth Failure,HIGH,zummit.com,,Jul  2 04:15:33 combo sshd(pam_unix)[24590]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
696,Jul  2 04:15:43,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  2 04:15:43 combo sshd(pam_unix)[24573]: check pass; user unknown
697,Jul  2 04:15:43,combo,sshd(pam_unix),Auth Failure,HIGH,zummit.com,,Jul  2 04:15:43 combo sshd(pam_unix)[24573]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
698,Jul  2 04:15:43,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  2 04:15:43 combo sshd(pam_unix)[24574]: check pass; user unknown
699,Jul  2 04:15:43,combo,sshd(pam_unix),Auth Failure,HIGH,zummit.com,,Jul  2 04:15:43 combo sshd(pam_unix)[24574]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
700,Jul  2 04:15:43,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  2 04:15:43 combo sshd(pam_unix)[24576]: check pass; user unknown
701,Jul  2 04:15:43,combo,sshd(pam_unix),Auth Failure,HIGH,zummit.com,,Jul  2 04:15:43 combo sshd(pam_unix)[24576]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
702,Jul  2 04:15:43,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  2 04:15:43 combo sshd(pam_unix)[24578]: check pass; user unknown
703,Jul  2 04:15:43,combo,sshd(pam_unix),Auth Failure,HIGH,zummit.com,,Jul  2 04:15:43 combo sshd(pam_unix)[24578]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
704,Jul  2 04:15:43,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  2 04:15:43 combo sshd(pam_unix)[24579]: check pass; user unknown
705,Jul  2 04:15:43,combo,sshd(pam_unix),Auth Failure,HIGH,zummit.com,,Jul  2 04:15:43 combo sshd(pam_unix)[24579]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
706,Jul  2 04:15:43,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  2 04:15:43 combo sshd(pam_unix)[24581]: check pass; user unknown
707,Jul  2 04:15:43,combo,sshd(pam_unix),Auth Failure,HIGH,zummit.com,,Jul  2 04:15:43 combo sshd(pam_unix)[24581]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
708,Jul  2 04:15:43,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  2 04:15:43 combo sshd(pam_unix)[24583]: check pass; user unknown
709,Jul  2 04:15:43,combo,sshd(pam_unix),Auth Failure,HIGH,zummit.com,,Jul  2 04:15:43 combo sshd(pam_unix)[24583]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
710,Jul  3 04:07:47,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul  3 04:07:47 combo su(pam_unix)[26964]: session opened for user cyrus by (uid=0)
711,Jul  3 04:07:48,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul  3 04:07:48 combo su(pam_unix)[26964]: session closed for user cyrus
716,Jul  3 04:14:00,combo,su(pam_unix),Session Opened,INFO,,news,Jul  3 04:14:00 combo su(pam_unix)[28416]: session opened for user news by (uid=0)
717,Jul  3 04:14:01,combo,su(pam_unix),Session Closed,INFO,,news,Jul  3 04:14:01 combo su(pam_unix)[28416]: session closed for user news
764,Jul  4 04:03:06,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul  4 04:03:06 combo su(pam_unix)[1583]: session opened for user cyrus by (uid=0)
765,Jul  4 04:03:07,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul  4 04:03:07 combo su(pam_unix)[1583]: session closed for user cyrus
767,Jul  4 04:08:48,combo,su(pam_unix),Session Opened,INFO,,news,Jul  4 04:08:48 combo su(pam_unix)[1965]: session opened for user news by (uid=0)
768,Jul  4 04:08:49,combo,su(pam_unix),Session Closed,INFO,,news,Jul  4 04:08:49 combo su(pam_unix)[1965]: session closed for user news
769,Jul  4 09:33:09,combo,sshd(pam_unix),Auth Failure,HIGH,210.76.59.29,root,Jul  4 09:33:09 combo sshd(pam_unix)[2543]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
770,Jul  4 09:33:10,combo,sshd(pam_unix),Auth Failure,HIGH,210.76.59.29,root,Jul  4 09:33:10 combo sshd(pam_unix)[2544]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
771,Jul  4 09:33:14,combo,sshd(pam_unix),Auth Failure,HIGH,210.76.59.29,root,Jul  4 09:33:14 combo sshd(pam_unix)[2547]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
795,Jul  4 19:15:48,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:15:48 combo sshd(pam_unix)[3378]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
796,Jul  4 19:15:48,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:15:48 combo sshd(pam_unix)[3380]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
797,Jul  4 19:15:49,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:15:49 combo sshd(pam_unix)[3382]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
798,Jul  4 19:15:51,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:15:51 combo sshd(pam_unix)[3384]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
799,Jul  4 19:15:51,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:15:51 combo sshd(pam_unix)[3386]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
800,Jul  4 19:15:52,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:15:52 combo sshd(pam_unix)[3388]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
801,Jul  4 19:15:54,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:15:54 combo sshd(pam_unix)[3390]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
802,Jul  4 19:15:54,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:15:54 combo sshd(pam_unix)[3391]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
803,Jul  4 19:15:57,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:15:57 combo sshd(pam_unix)[3394]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
804,Jul  4 19:15:59,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:15:59 combo sshd(pam_unix)[3396]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
805,Jul  4 19:16:00,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:16:00 combo sshd(pam_unix)[3399]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
806,Jul  4 19:16:00,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:16:00 combo sshd(pam_unix)[3398]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
807,Jul  4 19:16:01,combo,sshd(pam_unix),Auth Failure,HIGH,220.117.241.87,root,Jul  4 19:16:01 combo sshd(pam_unix)[3402]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
808,Jul  5 04:03:16,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul  5 04:03:16 combo su(pam_unix)[4474]: session opened for user cyrus by (uid=0)
809,Jul  5 04:03:17,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul  5 04:03:17 combo su(pam_unix)[4474]: session closed for user cyrus
811,Jul  5 04:09:29,combo,su(pam_unix),Session Opened,INFO,,news,Jul  5 04:09:29 combo su(pam_unix)[5699]: session opened for user news by (uid=0)
812,Jul  5 04:09:30,combo,su(pam_unix),Session Closed,INFO,,news,Jul  5 04:09:30 combo su(pam_unix)[5699]: session closed for user news
813,Jul  5 13:36:28,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  5 13:36:28 combo sshd(pam_unix)[6552]: check pass; user unknown
814,Jul  5 13:36:28,combo,sshd(pam_unix),Auth Failure,HIGH,210.229.150.228,,Jul  5 13:36:28 combo sshd(pam_unix)[6552]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228
815,Jul  5 13:36:28,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  5 13:36:28 combo sshd(pam_unix)[6554]: check pass; user unknown
816,Jul  5 13:36:28,combo,sshd(pam_unix),Auth Failure,HIGH,210.229.150.228,,Jul  5 13:36:28 combo sshd(pam_unix)[6554]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228
817,Jul  5 13:36:33,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  5 13:36:33 combo sshd(pam_unix)[6556]: check pass; user unknown
818,Jul  5 13:36:33,combo,sshd(pam_unix),Auth Failure,HIGH,210.229.150.228,,Jul  5 13:36:33 combo sshd(pam_unix)[6556]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228
819,Jul  5 13:36:36,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  5 13:36:36 combo sshd(pam_unix)[6558]: check pass; user unknown
820,Jul  5 13:36:36,combo,sshd(pam_unix),Auth Failure,HIGH,210.229.150.228,,Jul  5 13:36:36 combo sshd(pam_unix)[6558]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228
821,Jul  5 13:36:37,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  5 13:36:37 combo sshd(pam_unix)[6560]: check pass; user unknown
822,Jul  5 13:36:37,combo,sshd(pam_unix),Auth Failure,HIGH,210.229.150.228,,Jul  5 13:36:37 combo sshd(pam_unix)[6560]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228
846,Jul  6 02:22:31,combo,sshd(pam_unix),Auth Failure,HIGH,218.16.122.48,root,Jul  6 02:22:31 combo sshd(pam_unix)[7694]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
847,Jul  6 02:22:32,combo,sshd(pam_unix),Auth Failure,HIGH,218.16.122.48,root,Jul  6 02:22:32 combo sshd(pam_unix)[7702]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
848,Jul  6 02:22:32,combo,sshd(pam_unix),Auth Failure,HIGH,218.16.122.48,root,Jul  6 02:22:32 combo sshd(pam_unix)[7697]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
849,Jul  6 02:22:32,combo,sshd(pam_unix),Auth Failure,HIGH,218.16.122.48,root,Jul  6 02:22:32 combo sshd(pam_unix)[7696]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
850,Jul  6 02:22:33,combo,sshd(pam_unix),Auth Failure,HIGH,218.16.122.48,root,Jul  6 02:22:33 combo sshd(pam_unix)[7704]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
851,Jul  6 04:03:08,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul  6 04:03:08 combo su(pam_unix)[8195]: session opened for user cyrus by (uid=0)
852,Jul  6 04:03:09,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul  6 04:03:09 combo su(pam_unix)[8195]: session closed for user cyrus
854,Jul  6 04:08:43,combo,su(pam_unix),Session Opened,INFO,,news,Jul  6 04:08:43 combo su(pam_unix)[8565]: session opened for user news by (uid=0)
855,Jul  6 04:08:44,combo,su(pam_unix),Session Closed,INFO,,news,Jul  6 04:08:44 combo su(pam_unix)[8565]: session closed for user news
879,Jul  7 04:04:31,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul  7 04:04:31 combo su(pam_unix)[10961]: session opened for user cyrus by (uid=0)
880,Jul  7 04:04:32,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul  7 04:04:32 combo su(pam_unix)[10961]: session closed for user cyrus
882,Jul  7 04:10:44,combo,su(pam_unix),Session Opened,INFO,,news,Jul  7 04:10:44 combo su(pam_unix)[12193]: session opened for user news by (uid=0)
883,Jul  7 04:10:45,combo,su(pam_unix),Session Closed,INFO,,news,Jul  7 04:10:45 combo su(pam_unix)[12193]: session closed for user news
884,Jul  7 07:18:12,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  7 07:18:12 combo sshd(pam_unix)[12518]: session opened for user test by (uid=509)
885,Jul  7 07:18:12,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  7 07:18:12 combo sshd(pam_unix)[12519]: session opened for user test by (uid=509)
886,Jul  7 07:18:12,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  7 07:18:12 combo sshd(pam_unix)[12518]: session closed for user test
887,Jul  7 07:18:12,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  7 07:18:12 combo sshd(pam_unix)[12520]: session opened for user test by (uid=509)
888,Jul  7 07:18:12,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  7 07:18:12 combo sshd(pam_unix)[12520]: session closed for user test
889,Jul  7 07:18:12,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  7 07:18:12 combo sshd(pam_unix)[12519]: session closed for user test
890,Jul  7 07:18:13,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  7 07:18:13 combo sshd(pam_unix)[12524]: session opened for user test by (uid=509)
891,Jul  7 07:18:13,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  7 07:18:13 combo sshd(pam_unix)[12525]: session opened for user test by (uid=509)
892,Jul  7 07:18:13,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  7 07:18:13 combo sshd(pam_unix)[12524]: session closed for user test
893,Jul  7 07:18:13,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul  7 07:18:13 combo sshd(pam_unix)[12527]: session opened for user test by (uid=509)
894,Jul  7 07:18:14,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  7 07:18:14 combo sshd(pam_unix)[12525]: session closed for user test
895,Jul  7 07:18:14,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul  7 07:18:14 combo sshd(pam_unix)[12527]: session closed for user test
898,Jul  7 08:06:15,combo,login(pam_unix),Session Opened,INFO,,root,Jul  7 08:06:15 combo login(pam_unix)[2421]: session opened for user root by LOGIN(uid=0)
900,Jul  7 08:09:10,combo,login(pam_unix),Session Closed,INFO,,root,Jul  7 08:09:10 combo login(pam_unix)[2421]: session closed for user root
909,Jul  7 14:18:55,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  7 14:18:55 combo sshd(pam_unix)[13317]: check pass; user unknown
910,Jul  7 14:18:55,combo,sshd(pam_unix),Auth Failure,HIGH,c9063558.virtua.com.br,,Jul  7 14:18:55 combo sshd(pam_unix)[13317]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br
911,Jul  7 14:18:57,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  7 14:18:57 combo sshd(pam_unix)[13321]: check pass; user unknown
912,Jul  7 14:18:57,combo,sshd(pam_unix),Auth Failure,HIGH,c9063558.virtua.com.br,,Jul  7 14:18:57 combo sshd(pam_unix)[13321]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br
913,Jul  7 14:18:58,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  7 14:18:58 combo sshd(pam_unix)[13318]: check pass; user unknown
914,Jul  7 14:18:58,combo,sshd(pam_unix),Auth Failure,HIGH,c9063558.virtua.com.br,,Jul  7 14:18:58 combo sshd(pam_unix)[13318]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br
915,Jul  7 14:18:59,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul  7 14:18:59 combo sshd(pam_unix)[13323]: check pass; user unknown
916,Jul  7 14:18:59,combo,sshd(pam_unix),Auth Failure,HIGH,c9063558.virtua.com.br,,Jul  7 14:18:59 combo sshd(pam_unix)[13323]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br
948,Jul  8 04:04:19,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul  8 04:04:19 combo su(pam_unix)[14943]: session opened for user cyrus by (uid=0)
